"service","date","time","message"
"twitter",2021-07-02,18:54:00,"awank si tvonenews karniilyas ppkm teh lokdon cuman beda istilah deh teriak2 lokdon2 p"
"youtube",2021-08-29,08:01:00,"selamat pagi kawan hadir simak sukses ya"
"twitter",2021-07-03,18:22:00,"kartamantul ppkm mikro darurat"
"instagram",2021-07-11,01:37:00,"snack liquid sparkles give away kali nada sye sparkles iyya ikut give away kali 5 menang 2 device 3 liquid ikut give away kali mudah follow ig snack liquid vapeonngagel vapeonjombang nada sye like postingan komen postingan snack liquid lupa tag 3 vape store favorite repost postingan feed story story sempat menang loh purple heart good lucky syarat mutlak umur 18 domisili indonesia akun giveaway akun private akun palsu akun diskualifikasi putus menang diskualifikasi ganggu gugat periode give away 6 juli 13 juli 2021"
"twitter",2021-07-17,07:33:00,"detikcom langgar lapar bos"
"instagram",2021-09-17,15:03:00,"lfl and f"
"twitter",2021-07-24,08:49:00,"saran abraham maslow pemerintah terap ppkm darurat ift tt 36wp4kj"
"twitter",2021-08-05,11:37:00,"azzura lhi makan nasi padang nagih banget"
"instagram",2021-07-07,19:10:00,"bandarlampung lampung segalow gubernur arinal djunaidi ikut rapat koordinasi daring menteri koordinator bidang ekonomi kepala bnpb kait antisipasi lonjak covid 19 pulau jawa tempat mah agung rabu 07 07 r r arinal rapat ungkap salah kendala kait ketat ppkm letak provinsi lampung pintu masuk pulau jawa sumatera r r lampung milik 4 pintu masuk pemerintah keras normatif laksana empat pintu masuk bakauheni pulau jawa mesuji sumatera selatan way kanan baturaja martapura sumatera selatan pesisir barat bengkulu r r harap pemerintah pusat bantu aman ketat pintu masuk bakauheni tentu harap r r rapat gubernur papar upaya upaya pemerintah provinsi ketat ppkm r baca lengkap"
"twitter",2021-07-04,17:19:00,"unnesmenfess ppkm produktif"
"twitter",2021-08-02,20:34:00,"ikhwalyakub radenrauf berani gengsi tuh"
"instagram",2021-07-07,11:05:00,"lupa cuci tang ya sobat dino clapping hands clapping hands stay safe stay healthy sobat dino"
"twitter",2021-07-20,04:49:00,"detikcom pem egois arogan adil bijaksana bayar rs tenakes tunggak suplai oksigen tedsmpak cobid rapi akurat data bansos ppkm darurat shg tenang rumah"
"instagram",2021-08-30,15:13:00,"lfl"
"twitter",2021-07-21,18:56:00,"watyutink 26 juli 2021 pemerintah ubah istilah ppkm darurat level 1 4 watyutink com topik viralnyu"
"instagram",2021-08-18,10:24:00,"loudspeaker loudspeaker open paid promote peka farmasi 2021 loudspeaker loudspeaker waving hand haloo waving hand bisnis online shop offline shop reseller acara teman ulang grinning squinting face orang tau usaha acara kenal orang bingung tenang solusi sparkles segenap panitia peka farmasi 2021 buka jasa paid promote akun aktif 40 42k followers paid promote paket bawah 40 akun aktif 43k followers neomycin 1x post feeds 1x instastory keep 1 10k streptomycin 1x post feeds 1x instastory keep 1 15k kanamycin 1x post feeds 2x instastory keep 2 25k gentamicin 1x post feeds 3x instastory keep 3 35k pilih paket yuk langsung promosiin bisnis info mesan hubung cp mobile phone with arrow wa 62 895 0909 4885 widya"
"twitter",2021-10-07,18:22:00,"psbb 2020 ppkm 2021 juni 2020 sept 2021 bibitsp"
"twitter",2021-08-25,23:04:00,"h najis laku aparat vietnam ppkm obrak abrik warung sembako kampung"
"twitter",2021-07-18,01:26:00,"ppkm darurat uang sewa rusun bayar penuh butuh khofifah"
"twitter",2021-08-03,22:37:00,"sepc o 20 menit ppkm level 4"
"instagram",2021-08-02,19:44:00,"presiden joko widodo resmi panjang ppkm level 4 daerah 9 agustus via twitter asumsico"
"twitter",2021-08-23,08:49:00,"tolong korban ppkm loudly crying face"
"instagram",2021-07-25,19:54:00,"minjem modal atuh beli mesin ampelas bor listrik 5juta"
"instagram",2021-08-22,20:56:00,"nama sofia balqis lesmana npm 2103310088 kelompok 9 propionibacterium skermanisi nama pakai kak aidha safa aidha safa atur mahasiswa pandai atur bantu jalan kuliah giat organisasi imbang tp21"
"twitter",2021-07-31,11:31:00,"cikampek laku sekat ppkm situasional"
"twitter",2021-07-11,04:20:00,"ppkm tokoh adat kabupaten jayapura dukung otsus lanjut dob daerah sindonews com read 462376 97"
"twitter",2021-07-22,19:58:00,"kata alay ppkm kayak dikeadaan arti rangkum keluarga sw sg toxic tambah ngerusak imun mental"
"instagram",2021-10-11,11:20:00,"arena store bm giveaway gratis hadiah 1 unit iphone 11 promax gratis tis tis hadiah pungut biaya apa ya syarat giveaway backhand index pointing right arena store bm arena store bm arena store bm kalo pas cek follow pilih menang ya backhand index pointing right share giveaway banyak instastory kalo jadi postingan tag arena store bm usaha instastory nama atas backhand index pointing right kalo nama umur postingan giveaway komen postingan baru positif backhand index pointing right tag mention teman banyak tag teman uang raih menang backhand index pointing right tunggu 15 10 2021 jam 22 00 wib"
"twitter",2021-07-21,14:58:00,"kritisi laksana ppkm darurat bukhori yusuf akhlak luhur pemimpin"
"twitter",2021-08-13,10:16:00,"dukung patuh ppkm"
"twitter",2021-07-25,22:41:00,"apa sih kuku panjang panjangin kayak ppkm"
"twitter",2021-10-09,20:24:00,"patroli ppkm level 1 malam pasti suai tentu putus mata rantai sebar covid 19"
"twitter",2021-07-25,10:06:00,"ah injury time ppkm darurat"
"instagram",2021-07-16,16:39:00,"izin satpol pp wewenang"
"twitter",2021-08-30,13:23:00,"amyourloev maaf nih ppkm batas pensive face pensive face"
"instagram",2021-08-06,17:39:00,"ubah tindak ayo gerak bangkit ekonomi mandiri efek pandemi ajak member resmi logam mulia mini bayar lisensi potong harga reward tahun aktifasi member online wa me 6289699844095"
"instagram",2021-09-10,22:54:00,"pandemi indonesia tolak konsep lockdown lockdown indonesia solusi efektif tutup luka tambah luka indonesia apresiasi negara dunia lengkap timeline denny siregar"
"twitter",2021-07-07,11:38:00,"polsek kalangbret tim gugus tugas covid 19 laksana operasi ppkm darurat disiplin langgar protokol sehat wilayah kaum kab tulungagung"
"twitter",2021-08-04,15:58:00,"krtkachynii ppkm doi"
"twitter",2021-08-02,23:14:00,"ohmydull ya v"
"instagram",2021-07-11,20:04:00,"kadang tugas pakai hati bicara pikir nasib orang andal ragam negara pakai hati"
"instagram",2021-09-17,13:26:00,"rdq official daster kimono ichiko ld 120 pb 125 bahan rayon premium grade a bagi pinggang kiri kanan tali cantik nya dada kancing nya bagi lengan siku jahit rapi bawah raffle nyaman pakai tidur modis pergi rumah muat bb 80 kg resletingnya serut plus rafel nya terima ecer lusin kodianan partai nesar note motif ubah ubah chat admin wa me 6281312888181 terima kasih selamat belanja pilih suai selera baik folded hands folded hands grinning squinting face"
"twitter",2021-08-27,20:37:00,"laksana patroli babinsa koramil 02 bayan babinkamtibmas polsek bayan sosialisasi prokes ppkm darurat jum at 27 08 21"
"twitter",2021-08-09,19:26:00,"nugarislucu muhammadiyingl ppkm isbat"
"twitter",2021-07-15,13:08:00,"ka cirebon turun tumpang ppkm darurat capai 90 persen"
"instagram",2021-09-02,16:58:00,"kim beauty house kuning is open now sparkles paperclip lokasi ruko taman kota jl arya kemuning blok a no 14 kuning pasti ruang jadwal treatment ya sparkles free konsultasi dokter loh yuk reservasi mobile phone with arrow 0811 1112 4559 beauty is yours get now revolving hearts"
"twitter",2021-08-16,20:39:00,"karikatur dampak ppkm usaha kibar bendera putih"
"twitter",2021-07-17,15:40:00,"daddymaterialmu pelan pelan kontolu masuk"
"instagram",2021-08-20,17:41:00,"lb"
"twitter",2021-07-10,10:12:00,"ingfo ppkm arah bandung bogor via tol"
"twitter",2021-07-22,09:47:00,"msaid didu logika bangun adab santun scientific grinning squinting face winking face smiling face with sunglasses bouquet rose sunflower bouquet woman dancing woman dancing"
"twitter",2021-07-22,14:29:00,"kalo stay rumah rasa indah sama resah"
"twitter",2021-08-04,07:00:00,"residen joko widodo jokowi umum panjang pemberlakuan batas giat masyarakat ppkm level 4 3 agustus 9 agustus 2021"
"instagram",2021-07-06,17:34:00,"cantik smiling face with heart eyes"
"instagram",2021-07-15,08:16:00,"5 depan berlaku loh promonya hehe 15 000 all item sih menu promo berlaku khusus order rumah ya order dm whatsapp 082112821351 sedih dine smiling face with heart eyes camera slv a raising hands"
"twitter",2021-07-10,07:41:00,"gubernur papua lukas enembe salah atur birokrasi kait ganti sekda papua kaya panik tutup korupsi sih usut ya yuk disiplin ppkm"
"instagram",2021-07-27,18:45:00,"impi wujud biar impi impi tutup hidup manusia hidup jadi ingat rubah hidup raih impi ya hidup smiling face with smiling eyes besok follow backhand index pointing right setiawan bisnis ecoracing wa 0812 1220 7104 bantu carik solusi raised fist semangat fokus wujud impi"
"instagram",2021-08-17,19:33:00,"pengin omong kasar takut hilang face with tears of joy face with tears of joy face with tears of joy"
"instagram",2021-07-16,15:23:00,"kangen banget kopi ancora"
"instagram",2021-07-30,11:17:00,"hai teman teman rojani nur sadrina ikut lomba selenggara forumanakkotabandung rumah ajar andal kontrol kondisi teman bantu guru bantu laku andal milik diri kuat atas kaki kadang lelah titik rendah senang serah indah mudah forumanakkotabandung dp3a kotabdg sitimuntamah oded bandungberliterasiseru"
"twitter",2021-08-24,00:42:00,"ppkm panjang timnas masuk piala dunia"
"youtube",2021-07-07,12:47:00,"teruk anis sidak orang jual pinggir jalan semprot air"
"twitter",2021-07-04,14:35:00,"kemarin psbb ppkm pepek"
"twitter",2021-07-03,08:40:00,"tokoh masyarakat dukung otsus papua ppkm benteng neger"
"twitter",2021-10-24,09:04:00,"syzuhri congpadi msaid didu susipudjiastuti pandemi usaha terbang rugi ya ppkm suruh rumah ya rumah tempurung nemenin katak"
"instagram",2021-08-11,22:20:00,"info order 083830371687 tokopedia octopusadv hidung sprayer nasal pompa 60 ml oral hidung mulut bahan plastik jenis oral spray pump guna botol tutup fitur tumpah bersih hidung"
"instagram",2021-09-08,17:26:00,"panjang melulu rumah person raising hand male sign person raising hand female sign makan enak enak ya guys heart suit yuk coba resep makan enak rumah coba curhat admin heart suit face blowing a kiss admin tunggu ya"
"twitter",2021-09-23,12:31:00,"ppkm level3 polres pulau ribu terap prokes cek sertifikat vaksin warga dermaga datang kamis 23 09 2021"
"youtube",2021-08-19,20:37:00,"kota banjar jawa barat mantau"
"twitter",2021-07-13,10:00:00,"7 atur ppkm darurat pontianak tahu"
"instagram",2021-08-24,13:10:00,"bingung size size baju gantung body fat badan lupa ukur lingkar badan salah size sua deh size chart dress beli smiling face with heart eyes mudah eitss lupa juh swipe cek size chart ayesha dress cantik booking habis yuk wa 0812 1010 5109 link bio reseller resmi firsa partnership"
"twitter",2021-07-13,19:03:00,"cek instagram sembak nya deh ppkm darurat berlaku anak jabat"
"instagram",2021-08-09,20:52:00,"karu anu ngalalangur atuh boga angsur teu kabayar neangan gawe hese aduh gusti"
"youtube",2021-08-25,22:55:00,"sulit bentar tingkat covid"
"instagram",2021-07-18,09:31:00,"info harga konsultasi dm klik link bio face blowing a kiss"
"twitter",2021-07-06,23:43:00,"ppkm patah mu"
"twitter",2021-08-09,16:16:00,"dotraveltrip yuk dotraveltrip herwandkputra"
"twitter",2021-08-30,21:13:00,"ppkm panjang jujutsu kaisen season 2 tayang"
"twitter",2021-08-15,19:35:00,"ppkm paksa vaksin biar vaksin laku rakyat sehat wal afiat paksa vaksin"
"twitter",2021-07-04,21:22:00,"1 146 warga ungsi akibat rusuh yalimo ppkm pulih bangsa"
"twitter",2021-07-12,07:26:00,"ppkm rakyat sehat"
"twitter",2021-07-30,11:06:00,"detikcom ya kalo telat lockdown keluar duit skrg duit"
"twitter",2021-07-02,13:56:00,"besok suai rencana pemberlakuan batas giat masyarakat ppkm darurat laku jawa timur"
"twitter",2021-08-22,09:23:00,"bhabinkamtibmas menghimbau warga laksana hajat pesta taat atur perihal ppkm terap protokol sehat acara"
"twitter",2021-08-08,09:41:00,"tabananpolres patuh imbau pemerintah isolasi pusat"
"instagram",2021-08-17,21:12:00,"ganggu cok enak tuh face with tears of joy face with tears of joy face with tears of joy"
"twitter",2021-08-01,00:49:00,"sebeltweat hahahahah"
"instagram",2021-07-14,10:28:00,"kak crying face izin share"
"twitter",2021-07-01,21:56:00,"menindaklanjuti bijak ppkm darurat forkopimda sidoarjo langsung gelar rapat pendopo delta wibawa kamis 1 7"
"twitter",2021-08-07,06:43:00,"rencana booster vaksin jemaah umrah jelas kemenag tangkal pandemi"
"twitter",2021-08-23,17:40:00,"ppkm nih"
"twitter",2021-09-22,20:15:00,"tvonenews e jahit sibuk ppkm mulu naruna kbr kenyang ya uang covid"
"instagram",2021-07-07,10:37:00,"pindah kontrak rumah serah terima desember 2021 smiling face with sunglasses house with garden cherry blossom casa regency cangkringsari cherry blossom hot springs harga murah 377juta rumah ala korean style chart increasing money with wings white heavy check mark uang muka cicil 15 kali glowing star angsur dp ringan 1jutaan white heavy check mark angsur kpr ringan 2 juta glowing star serah terima cepat 6 8 ready desember 2021 white heavy check mark free bphtb glowing star include ppn white heavy check mark free tandon tanam glowing star free closet duduk white heavy check mark free pagar samping glowing star free pompa white heavy check mark free alih 1x hundred points dapat promo july unit batas detail informasi 085733039079"
"twitter",2021-09-10,05:31:00,"bupati badung i nyoman giri prasta pasti ppkm turun level pariwisata badung buka covid badung kembang turun"
"instagram",2021-08-22,19:08:00,"yuk viralkan yuk pecat benci banget oknum"
"twitter",2021-07-21,10:02:00,"laku 6m protokol sehat vaksin nek sebar covid 19 ppkm indonesia sehat"
"instagram",2021-07-23,14:09:00,"moga berkah smiling face with heart eyes smiling face with heart eyes"
"twitter",2021-08-02,05:01:00,"rang orang pergi mesjid pergi kerja ppkm bikin hidup keras person getting massage person getting massage"
"twitter",2021-07-21,11:58:00,"ainunnajib kemenkomarves kemenkesri kemendagri jokowi jawil bu khofifahip ya publik butuh jelas bu diblock ya pilih njenengan folded hands folded hands folded hands"
"instagram",2021-07-17,20:57:00,"ppkm panjang hilang berita negatif covid kominfo saring berita hoax negatif covid kuat lini sehat daerah puskesmas gerak surabaya kumpul rs kuat logistik obat oksigen orang nglewati covid rs penuh banyak vaksin bikin prioriti vaksin dasar kritikal efikasi vaksin garda sehat vaksin efikasi atur anggar prokes tindak biar mobilisasi jalan ekonomi putar"
"instagram",2021-07-19,08:02:00,"update doyan fashion brand st yves harga murah rp 105k yg hubung 082138485866"
"twitter",2021-07-21,23:21:00,"emillyluwita46 hati"
"twitter",2021-07-18,02:35:00,"gumihogurl sabar sayang ppkm loh"
"twitter",2021-07-26,15:17:00,"hyuniijaee jaga jarak deh ppkm v"
"instagram",2021-08-12,21:20:00,"milik uang hukum beli follow elzy musik follow elzy musik follow elzy musik 19"
"twitter",2021-07-26,12:47:00,"adhiemassardi ya kemarin positif ngeyel masuk zona ijo rebak pandemik luas cakup area infeksi alat obat laku"
"twitter",2021-09-11,12:44:00,"pasar rappokaleleng c bontonompo kab gowa serma zainuddin babinsa koramil 1409 08 4 orang anggota laksana pemantauan bagi masker menghimbau unjung pasar sosialisasi ppkm skala mikro cegah covid 19"
"twitter",2021-07-19,21:04:00,"aulmaulidiana kak sini suasana lebaran tuh kayak"
"twitter",2021-07-02,19:54:00,"rzkyagk informasi jadwal krl ppkm darurat 3 juli 2021 sedia informasi t"
"youtube",2021-07-10,11:50:00,"amim folded hands"
"twitter",2021-07-20,09:45:00,"dhepaimin sangar aluskan ken tedo"
"twitter",2021-09-07,09:47:00,"ppkm jawa bal panjang cek wilayah tinggi rri cowok id humaniora info via rri cowok id kda"
"twitter",2021-08-31,14:30:00,"kapolri terap protokol sehat ketat arena pon cegah sebar covid 19 patuh prokes ppkm"
"twitter",2021-07-25,20:22:00,"ceritatehfidy sabar ya sabaar loudly crying face"
"twitter",2021-07-15,22:28:00,"dennysiregar7 orang buka usaha ganjal ppkm lapar"
"instagram",2021-09-06,19:24:00,"wakil presiden aktif kasih info panjang ppkm"
"twitter",2021-08-01,21:59:00,"miraclewithgod eh prawiro buka pas ppkm"
"instagram",2021-08-12,21:45:00,"jumat 13 8 live 07 30 wib metro tv bahas investasi politik pandemi bedah don bosco lamun bedah editorial media indonesia saksi channel youtube metrotvnews lupa subscribe"
"twitter",2021-08-29,19:40:00,"fuksin psbb tambah ppkm berkepnjangan maka masker bangun tidur tidur makan minum berak pakai masker prokes modal bangkai gue kepengen normal napas gue normal makan gue normal kerja gue twitter com insrikandi"
