service,date,time,message,label
twitter,7/15/2021,09:59:00,"uang ibu ku tinggal sedikit banget, dia punya uang dibawah 50 ribu doang begitu juga ayah. adik ku mau sekolah, aku ga tau lagi mau dapetin uang dari mana maka dari itu aku minta bantuan buat tawarin pekerjaan. aku kelas 9, but ngga punya laptop",NA
twitter,7/29/2021,20:48:00,"Hehe tp ingat!! masi ppkm, dan pkl profesi 4,5 bulan sudah menantiii tifaliii, nice!!!<U+0001F972>",NA
twitter,8/7/2021,10:49:00,Masyarakat dukung penuh penumpasan Kelompok Separatis Teroris Papua\n PPKM Tangkal Pandemi https://t.co/Fp2JThy7OU,NA
twitter,7/3/2021,22:20:00,"Pimpin Apel Gelar Pasukan PPKM Darurat, Bupati: Ini Semua Demi Kemanusiaan https://t.co/zpOynYtegV",NA
instagram,10/16/2021,07:19:00,"Penawaran terbaik <U+0001F3E0> Golden East Kebomas Gresik, <U+0001F6AB>DP 0% lantai 1 sisa 4 unit <U+0001F6AB>\n<U+2714> untuk type 32 x60 Elena dan Freya compact\n<U+2714>Free semua biaya KPR, ppn, ajb, bphtb kecuali asuransi jiwa dan kebakaran. Monggo silahkan tanya2 bisa pc di wa <U+0001F64F><U+0001F917>\n\n<U+0001F3E1> Rumah Type 32 TANPA DP 399jt\n\n<U+2705> 2 Kamar Tidur \n<U+2705> 1 Kamar Mandi \n<U+2705> 1 Dapur Minimalis\n<U+2705> 1 Ruang Tamu \n<U+2705> Carport luas dan taman\n\n<U+0001F4B8> TANPA DP cukup dengan booking fee 10jt sudah dapat pilih unit \n<U+0001F4B8> PROMO DP 0%\n<U+2714> Angsuran Terjangkau\n<U+2714> Gratis biaya AJB, BPHTB, Notaris, KPR, PPN\n<U+2714> FREE TANDOM TANAM DEPAN RUMAH 1M\n\nLokasi PERUM ini dekat dengan\n<U+2705> 3 Menit ke icon mall\n<U+2705> 3 Menit ke RSUD Gresik\n<U+2705> 3 Menit ke Tol\n<U+2705> Dekat dengan fasilitas sekolah dan olahraga\n\nYuk, langsung cek lokasi sekarang juga dan hubungi kami disini <U+0001F499>\nInfo marketing Golden East Gresik\nAnggrainy\n<U+0001F4F2> Link WA. https://wa.me/6289529735530 (link di bio)\n\n#perumahangresik #fyp #ppkm#rumahminimalis #infogresik\n#rumahidaman #perumahanlamongan #perumahanbojonegoro #rumahlamongan #rumahbojonegoro #karyawanpabrik #perumahanmurahgresik #rumahgresik #propertigresik #gresikproperti\n#exploregresik #gresikjatim #gresikkuliner #surabayaproperti #rumahsurabaya #infosurabaya #perumahansurabaya #perumahangresik #perumahanlamongan #perumahantuban #infolamongan #infotuban #ppkm",NA
instagram,9/1/2021,09:56:00,Diperpanjang atau tidak diperpanjaaang<U+0001F3B6>\n(DIPERPANJANG SIH<U+0001F5FF>).\n\n<U+0001F4F2>SC : @spongebobfans.id \n\n#spongebob\n#memes\n#ppkm,NA
twitter,8/26/2021,05:46:00,Emang Enak Dikibulin Sarkowie... Makan tuh Dana Bansos yg di embat Partai yg situ Banggain. PPKM Masih Panjaaanngggg... Klo perlu sampai modyar Banteeng moncong putih biar puas para pendukung yg Dunguu <U+0001F92D><U+0001F923><U+0001F923> twitter.com/RaisaTjokrodnt<U+0085>,NA
twitter,8/24/2021,02:54:00,"Ppkm diperpanjang mulu dah <U+0001F62D>\nLama"" jadi antis beneran dah gua kaga keluar rumah<U+0001F629><U+0001F629>",NA
instagram,7/13/2021,17:25:00,Meningkatlah kemiskinan.pengangguran.kebangkrutan usaha. Dan kematian akibat aturan yg menyiksa <U+0001F622>,NA
instagram,7/15/2021,13:26:00,BJGN,NA
instagram,7/17/2021,16:55:00,"Proses taaruf 'setup' resto Fast Food, semoga <U+0001F64F><U+270D>\nMohon doa nya \n.\n#siaptoko, #siapkerja, #kuliner, #food, #beverage, #fnb, #kulinerexplorer, #konsultan, #franchise, #waralaba, #coffeshop, #bisnis, #setup, #fastfood, #angkringan, #makan, #minum, #takeaway, #ppkm, #management, #aset, #mostwantedentrepreneur, #waiters, #bartender, #unika, #bsb, #semarang, #queen, #ppkm",NA
twitter,7/3/2021,11:38:00,"@behmi_dh_b @rizkifirbani @AT_AbdillahToha Gibran beralasan bahwa di dalam mal terdapat usaha yang masuk sektor esensial.Sedangkan dalam aturan PPKM Darurat, sektor esensial masih tetap boleh buka.\n\ndi baca dulu maka e isi berita di atas, tambah wawasan gak hanya baca judul trs di SS",NA
twitter,7/18/2021,18:27:00,"@alextham878 @inyongmanise Tujuan mereka supaya angka covid terus naik seperti sekarang.  Makanya apapun upaya Pemerintah mereka provokasi tidak setuju, supaya keadaan tambah buruk dan akhirnya Pemerintah diragukan!\n\nHerannya pak @jokowi tetap lunak2 saja ke provokator dan pelanggar PPKM",NA
twitter,8/29/2021,11:27:00,@Bang_Garr Mau makan es krim bang,NA
twitter,7/20/2021,21:53:00,@NgkongRoses Aku yg korban pehape gimana kong <U+0001F614><U+0001F614>,NA
twitter,7/25/2021,20:01:00,Ppkm di perpanjang sampai kamu sadar bahwa .... Ah taik,NA
youtube,8/4/2021,14:12:00,Sukurin emang enak.,NA
twitter,7/11/2021,06:31:00,"Selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat, karena Pandemi Corona Virus Disease 2019 (Covid-19), Penjualan Bahan Bakar Minyak (BBM) di SPBBU Sampang, mengalami penurunan hingga 25 persen.\n\nberitajatim.com/ekbis/selama-p<U+0085>\n\n#berita #news #terkini #Jatim #PPKMDarurat",NA
instagram,9/2/2021,16:28:00,"Alhamdulillah, tabarakallah.. Trmkasiih..",NA
twitter,7/3/2021,00:32:00,"ff belum nonton, conjuring belum juga, blackpink belum release aja ada ppkm https://t.co/o9RQyCQRJS",NA
instagram,7/25/2021,19:45:00,Asyiiiik ... <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602>,NA
instagram,7/24/2021,14:41:00,"Segera PPKM di Kirana Cibitung 2 (pilihan pas keluarga muda) <U+0001F3E0>\n\nSelain angsuran nya terjangkau hanya 1 juta,Dp juga bisa di cicil lhooo\n\nBuruan booking sekarang juga\n\nwa.me/6282279805465\n.\n.\n\n#pejuangpabrik \n#pejuangppkm\n#ppkm\n#kiranacibitung2 \n#kiranasuryagrup \n#cluster_golden_cibitung\n#rubyherman\n#urbancikarang\n#onlinebekasi\n#infocikarang\n#infocibitung\n#infobekasi\n#wargacikarangbekasi \n#wargacikarang #ppkm",NA
twitter,8/7/2021,10:39:00,"Puan Maharani juga mengatakan, selain soal waktu pencairan, pemerintah juga diminta mendengarkan suara-suara pekerja yang merasa belum terakomodasi dengan program BLT<U+00A0>BPJS<U+00A0>Ketenagakerjaan\n\nPuanesia https://t.co/gXNWHtGcxV",NA
twitter,10/25/2021,18:43:00,@detikcom Data dibuat sedemikian rupa utk mensahkan status pandemi/PPKM Jokowi ... Agar Bisnis PCR lancar...,NA
twitter,7/30/2021,09:09:00,"4&gt; Melalui program bantuan sosial yang dikoordinasikan oleh Sekretaris Jenderal, tercatat Kemenkumham memberikan total bantuan sosial sebanyak 46.614 paket dan dana sosial sebesar 700 juta rupiah\n\n#KumhamPeduli\n#KumhamBerbagi",NA
instagram,7/14/2021,14:04:00,"CUKUP BAYAR SERIBU, PAKET PPKM SIAP BANTU KAMU<U+2728>\n\nKamu sedang berjuang di situasi sekarang atau mau kirim semangat untuk teman & keluarga lainnya?\n\nCukup bayar seribu, paket PPKM Grab siap bantu kamu! Hematnya sampai Rp408rb loh<U+0001F60D>\n\n14 Voucher diskon Ongkir GrabFood 10Rb\n6 Voucher Grabexpress sameday 90%\n10 Voucher Grab Asistent 90%\n4 Voucher Grab Express Car 90%\n2 Voucher Grab Express Bike 90%\n\nCek di https://grb.to/PaketPPKM\n\nBuran beli sekarang!<U+0001F4A8>\n\n#GrabBatam #GrabFoodBatam #GrabExpressBatam #GrabAssistantBatam #PromoGrab #PPKMBatam #PPKM #ppkm",NA
instagram,9/9/2021,20:45:00,Tapi kok di berita sebelah...ibu walikota gak tau ya....klo jalan di tutup....,NA
twitter,7/25/2021,20:13:00,Kasih duit nya jan PPKM PPKM apa tau. Takut bet duit dibagi rata buat rakyat dah.,NA
instagram,7/27/2021,17:15:00,Alhamdulillah. masih Banyak Pak Polisi Baik<U+0001F44F>,NA
twitter,10/6/2021,08:00:00,Kota Cirebon Masuk ke PPKM Level 2 https://t.co/e1OJSKMfuK,NA
twitter,8/11/2021,18:26:00,@PAN_Bergerak @ZUL_Hasan @Official_PAN Sudah saatnya tolak PPKM juga.,NA
instagram,7/31/2021,14:52:00,"HOKIPALACE  SITUS SLOT ONLINE TERPERCAYA <U+0001F525><U+0001F525> \nAyo buruan daftar!!\n\nMainkan slotnya dan dapatkan keuntungannya sekarang juga!!\nYuk gabung di Situs HOKIPALACE <U+0001F525><U+0001F525> \n\n<U+0001F918><U+0001F525> WWW<U+25AA><U+FE0F>HOKIPALACE2<U+25AA><U+FE0F>INFO <U+0001F918><U+0001F525>\n<U+0001F4F2> WA UTAMA 1 : +855 97 612 3149\n<U+0001F4F2> WA UTAMA 2 : +62 821-6483-6255\n<U+0001F4F2> IG KITA : HOKIPALACE12 <U+0001F4F2>\n<U+0001F310> Link Prediksi : WWW,GILAPREDIKSI168,COM\n\n#hokipalace #mariaozawa #miyabi #jepang #love #sexy #slotpragmatic #slotgacor #slotonline #slotindonesia #giveawayindonesia #giveawayindo #viralindonesia #viralterkini #covid19 #vaksin #tiktokindonesia  #ligachampions #aurelhermansyah #kpopersindo #ngakakkocak #kamuharustau  #ppkm #ppkmjakarta #ppkmbali #ppkm",NA
youtube,7/19/2021,12:54:00,Kelaparan jauh lebih berbahaya dari penyaki karna orang bisa berbuat nekat,NA
instagram,7/20/2021,18:06:00,Siyaappp<U+0001F64C>,NA
instagram,8/14/2021,07:18:00,"<U+0093> Dukung kebijakan Pemerintah dalam upaya pengendalian pandemi Covid-19 serta pastikan ketersediaan dan kestabilan harga obat, alat kesehatan, oksigen medis, dan akselerasikan Program Vaksinasi Nasional.<U+0094> Arahan ini menjadi pedoman bagi segenap jajaran dalam pelaksanaan tugas dan kewenangannya #covid19 #ppkm #sinergi #untuknegeri #kejati #kejari #pointer #arahan #jaksaagung @jaksa_agungri @jampidmil @pidumkejagung @biropegkejaksaan @daskrimtikejaksaanri  @direktorat_pps @detasemen_indera_adhyaksa @pji_kejaksaan #arahanjaksaagung #ppkm",NA
twitter,7/22/2021,10:24:00,@polresjogja #DistribusiTepatSasaran\nPenerapan PPKM Level4,NA
instagram,8/10/2021,16:23:00,"Holy.....\n\nGrail !\nSlide ke 2 : Ngapain ? Padahal itukan tinggi..\n\n*Tempat biasa, tapi kaya di luar.. (Jawa) \n\n#isbiaceh #hujan #sesak #berak #ppkm #likeavirus #corona #lockdown #toilet #graffiti",NA
twitter,7/29/2021,07:42:00,"Tujuan PPKM bagus. Namun caranya yg kurang efektif &amp; efisien. Bukan gebyah uyah semua kegiatan ekonomi, ibadah &amp; layanan publik dibatasi tapi tracing orang yg berinteraksi dgn pasien. ISOMAN jika tertular tapi belum atau bergejala ringan sehingga bansos  tepat sasaran, pengobat",openness conscientiousness
instagram,8/2/2021,19:58:00,musing keun haduh dek nepi iraha ieu teh<U+0001F622>,NA
instagram,7/29/2021,08:52:00,"Terima kasih telah mempercayakan interior kendaraan anda di @cal_leatherseat <U+0001F64F><U+0001F3FB>\n.\n.\n.\nSemi Bekleed Mitubishi Xpander, bahan @mbtechindonesia Superior Black - Red\n.\n.\n.\n#bekleed #bekleedjok #semibekleed #coverjok #jokmobil #leatherseats #petrokimiagresik #auto #autotrim #carinterior #gresikhits #gresiksumpek #covid_19 #ppkm #jahitan #dirumahaja #thehogring #kotujoki #bekleedgresik #carupholstery #karpetdasarmobil #gresik #infogresik #surabaya #CALleatherseat #pondokpermatasucigresik #pusatbekleedjokgresik #pusatjokgresik #pusatbekleedgresik #ppkm",NA
twitter,9/17/2021,15:10:00,"@BaseemaHeluwa @patio9eneral Sebenarnya logicnya itu, apalagi didukung sm scientific evidences, cuman Pemerintah dgn Kemenkesnya selalu memiliki pandangan sendiri, lain dr yg lain https://t.co/YFXzOq4BFT",NA
twitter,8/18/2021,17:57:00,@pendakilawas Gunung Guntur saat PPKM episode sekian. https://t.co/f47ZBS2wUv,NA
twitter,8/16/2021,21:37:00,AAA GUE JADI SEKOLAH OFLEN KAGA NI KO PPKM DIPERPANJANG AAHAJSKS,NA
youtube,7/4/2021,21:45:00,Keselk ampas kopi juga covid <U+0001F602><U+0001F602><U+0001F602>,NA
twitter,10/5/2021,14:20:00,Dua Intruksi Mendagri Tito Tentang Lanjutan PPKM dlvr.it/S8xC7S #Mendagri #MendagriTitoKarnavian #MenteriDalamNegeri https://t.co/7giandC6wk,NA
twitter,7/15/2021,15:18:00,@Sierra666 akwowkwokwkwowo pamer sedelok lho suuu PPKM angel meh pamer <U+0001F602><U+0001F923>,NA
twitter,10/11/2021,14:13:00,"[3] terpilih menjadi salah satu kota yang menjadi percontohan penerapan uji coba #NewNormal PPKM Level 1 wilayah Jawa-Bali.\n\nIa berharap Kota &amp; Kabupaten lainnya di #JawaTimur bisa mencontoh Kota Blitar.\n\nDi postingan kami sebelumnya, dalam rangka menjelang #HUTPemprovJatim ke-76",NA
twitter,7/5/2021,09:57:00,kok gue ga setuju yak kalo membludaknya angka positif gara gara yg mudik kemaren. Jangan kambing hitamkam rakyat deh. Variannya dateng dari luar negri. -_- tuh lagi ppkm juga wna pada dateng.,NA
twitter,8/9/2021,07:48:00,"@WulanMega Betul. Mrk yg abai prokes, mrk pulak yg jejeritan marah PPKM. Ini sama dg yg jalan2 ngopi cantik, tambeng ttp pulkam kemaren.",NA
twitter,9/22/2021,11:20:00,Jangan Lengah Walau Level PPKM Sudah Rendah\n\n#DiRumahAja\n#NegeriPulihDenganVaksin\n#PPKMDaruratSolusiBaik\n#IndonesiaSehatIndonesiaHebat\n#BersatuLawanCovid19 https://t.co/KUUBbCFEbG,NA
twitter,8/3/2021,19:37:00,@KAI121 Syarat PCR tuh 48 jam dari hasil keluar atau dilakukannya tes ya? Rencana mau naik kereta dari Kertapati-Muara Enim,NA
twitter,9/28/2021,17:36:00,@eni_zahlia Poin poin dalam pidato presiden mengenai penurunan level PPKM IndonesiaMaju Intiva Jaya Terus,NA
instagram,7/20/2021,10:15:00,#PPKM \n#ngempuu ank cantik bintang kecil <U+0001F469><U+200D><U+0001F467><U+0001F61A><U+0001F619>,NA
twitter,7/29/2021,00:27:00,"nek dipikir2 ppkm gini lama2 ngrusak mental orang2 juga.\nnek ada yg bilang, ""yauda tinggal seneng2 aja"", gimana mau seneng2 cuma makan aja dibatesin.\nntar lama2 gojek buka lowongan psikiater online nek gini trs.",NA
twitter,7/30/2021,23:21:00,"@bangZhack86 Yg bikin aturan PPKM siapa Ya Bang?\nSdh tau Rakyat Menjerit malah,dibuat Levelnya pula <U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F>\nKoplak",NA
twitter,7/4/2021,02:04:00,"Patroli gabungan Koramil, Polsek dan Trantib Kecamatan Kesesi dalam rangka pemberlakuan PPKM Darurat di Kabupaten Pekalongan. sabtu (3/7) https://t.co/jM4Af3Cqu1",NA
twitter,8/13/2021,12:55:00,"Australia baru 1 kasus aktif covid 19 aja udah lockdown <U+0001F606> Negeri dongeng wkwkland donk, udah ratusan ribu meninggal krn kasus positif covid-19 justru PPKM darurat, ganti nama jd PPKM lv 4, kurang pedes  nanti PPKM lv 15 \n\nAustralia Lockdown Ibu Kota usai Deteksi 1 Kasus Covid-19 https://t.co/XjLkPe0LWU",NA
twitter,8/27/2021,23:21:00,"Tindaklanjut PPKM Level 4, Aparat TNI, Polri dan Satpol PP Cilacap Terus Gelar Operasi<U+00A0>Yustisi medianasional.id/tindaklanjut-p<U+0085>",NA
twitter,8/3/2021,15:33:00,@heyripz Haduh,NA
twitter,7/12/2021,22:58:00,@azukhrufzhen gk ppkm apa,NA
twitter,7/10/2021,10:44:00,@panggilajacina asli,NA
twitter,9/13/2021,10:15:00,Kapolri mengingatkan bahwa penurunan level PPKM di NTB harus diiringi dengan kewaspadaan dan peningkatan pendisiplinan protokol kesehatan dengan tujuan dapat mencegah kembali meningkatnya angka kasus Covid-19.\n\n#ProkesMenujuEndemi\nAdaptasi Kebiasaan Baru https://t.co/IIuaSqFNPR,NA
twitter,7/5/2021,19:17:00,"@Endriyw @ZRsaja Polkis mau nyate tongseng juga, gratisss",NA
twitter,7/18/2021,22:04:00,22.03 WIB #Tol_Japek Karawang Barat KM 47+200 arah Jakarta DIBERLAKUKAN penyekatan PPKM Darurat.,NA
twitter,7/25/2021,19:34:00,"PPKM level 4, gapapa. Tapi jangan lanjut sampe level 5 ya <U+0001F61E>",NA
twitter,8/9/2021,21:55:00,"@calvinjoshua16 terima kasih mas, diperpanjang juga kontrak beroa <U+0001F605>",NA
twitter,7/14/2021,11:20:00,"@Kurirtersesat Nah ini salah satu akibatnya bagi org<U+00B2> kecil, kasian. bagi org<U+00B2> besar(punya) pun kalo begini(diperpanjang) jadi ga selamanya jadi org besar\nYg Buat peraturan Emg ga mikir dampaknya bakal gimana kali ya",NA
twitter,7/28/2021,11:46:00,Rabu tgl 28 juli 2021 Pkl.10.00 s/d 11.00 Wib babinsa Desa Pringamba  Koramil 12 Sgl Serma Sunardi  bersama perangkat desa Pringamba melaksanakan pembagian beras bantuan dalam rangka PPKM darurat jateng DIY. Di Desa Pringamba  Kec. Sigaluh Kab. Banjarnegara. Jumlah 19 kantong. https://t.co/JoPmBV3c57,NA
twitter,8/4/2021,21:09:00,"Kamis, 5 Agustus 2021, Tim Penyuluh Pajak KPP Pratama Jakarta Setiabudi Dua akan berbagi edukasi dengan tema:\n1. Insentif dan Fasilitas Perpajakan (berdasarkan PMK-82/2021 &amp; PMK-83/2021), dan \n2. Cara Mudah Lapor SPT Tahunan",NA
twitter,7/22/2021,00:52:00,"Kalau ada yang bilang ane  ngga percaya covid dan senang buat keramaian \nNyupir ambulan jenazah covid udah, jadi satgas udah \n\nAne bersuara Karena kebijakan PPKM  rakyat melanggar dikenakan pasal karantina tetapi kebijakan PPKM kewajiban pemerintah tdk pakai pasal karantina https://t.co/yTVej8vuY6",NA
twitter,7/5/2021,19:58:00,"@HukumDan Pemerintah ajh tidak patuh pada UU no 6 th 2018... kok, selalu rakyatt yg disalahkan oleh gerombolan c3b0n9 b4ngs4tt.... di mana 0t4knya coba ??",NA
twitter,7/5/2021,00:09:00,@susuleci @sbyfess Gofat gofut ae ppkm tutup kabeh yahene,NA
twitter,7/1/2021,18:22:00,"Ppkm darurat ni, kasian sm yg kerja di mall2. Pas pandemi uda turun bgt, skr ttup total <U+0001F641><U+0001F641>",NA
twitter,8/2/2021,19:49:00,PPKM di perpanjang dari naik selo sampe turun candi cheto,NA
twitter,8/6/2021,23:45:00,Yg teriak lokdon &amp; perpanjangan ppkm\n\nMungkin nir empatinya mati\n\nKek gini paling yg garda terdepan masyarakat sendiri &amp; https://t.co/xw16manbbR https://t.co/pnUBd7xezW,extraversion agreeableness
instagram,8/12/2021,06:15:00,"<U+200E><U+0628><U+0633><U+0645> <U+0627><U+0644><U+0644><U+0647> <U+0627><U+0644><U+0631><U+062D><U+0645><U+0646> <U+0627><U+0644><U+0631><U+062D><U+064A><U+0645>\n<U+2763><U+FE0F>Baca Caption Sampai Habis<U+2763><U+FE0F>\n<U+0095>\n<U+0001F33F>Kode barang: Homedress Simbok Santuy Vol.1<U+0001F33F>\n<U+0001F33F>Harga reseller bisa langsung WA \n<U+0001F4F7>Detail bahan dan size sudah tertera pada gambar ya kak\n------------------\n<U+0001F447><U+0001F3FC>Format Order Khusus WA<U+0001F447><U+0001F3FC>\nNama lengkap: \nAlamat lengkap: \nNo.hp: \n(Jika dropship cantumkan nama olshop kalian & no.hp)\n<U+0095>\nBuat kamu yg mau checkout shopee link sudah ada di bio<U+0001F446><U+0001F3FC>\n------------------\n<U+2B07><U+FE0F>Tanya stok langsung WA admin<U+2B07><U+FE0F>\n<U+0001F4F2>WA Admin 1: 085232499867\n<U+0001F4F2>WA Admin 2: 081336079160\n=============\n<U+2705>Terima reseller atau dropshiper tanpa syarat \n<U+2705>Keep=transfer\n<U+2705>Keep max 1x24 jam (satu hari) \n<U+2705>Reseller aktif ada grup yang akan update koleksi stok baru setiap hari nya\n<U+2705>Perbedaan warna di foto dengan real nya 95-99% karena pencahayaan/lighting pada saat pemotretan\n<U+2705>Pengiriman utama dari solo. Pengiriman luar negri juga bisa, semua ekspedisi kita layani\n<U+2705>Wilayah jombang bisa diambil kerumah, Wilayah gresik juga bisa diambil kerumah\n<U+2705>Semua gambar realpict karena hasil jepretan sendiri\n<U+2705>Reseller ada harga sendiri. Harga disini masih haga ecer\n<U+2705>Melayani pembuatan seragam pengajian, bridesmaid, arisan, seragam keluarga dll\n<U+0095>\n<U+0001F514>Find Your Pajamas & Style Here!<U+0001F514>\n==================================\n#outfitoftheday #homedress #pajamasrayon #supliersolo #suplierbajumurah #olshopmalang #dasterkekinian #ppkmdarurat #jombanghits #setelanrayon #grosirhijab #kaftanlebaran #bajutiduranak #bajutidurmurah #gamissyarimurah #lfl<U+0001F49B> #lfl<U+2764><U+FE0F> #tfl #likeforlikes #likeforfollow #like4likes #olshopmurah #grosirsolo #olshopbajumurah #olshopjombang #olshopmurah #olshopgresik #olshopmakassar #olshopjogja #olshopmedan #ppkmdarurat",conscientiousness extraversion
twitter,7/2/2021,06:43:00,@adhnjr Sabar jo. Kulon Progo koyone ra melu ppkm,NA
instagram,8/19/2021,16:40:00,"Dinilai meresahkan, poster ""dipaksa sehat di negara sakit"" dicopot.\n\nSiapa yg resah?\n\nBerita selengkapnya klik link di bio.\n\n#pasundanekspres\n#pasundanupdate #infopasundan #beritapasundan #kritik #pemerintah #government #sehat #bertahanhidup #ppkm #indonesia #infosubang #infopurwakarta #infobandungbarat #infokarawang #ppkm",NA
twitter,7/9/2021,15:32:00,IHSG menutup pekan pertama penerapan PPKM Darurat di level yang sama dengan penutupan perdagangan kemarin yakni 6.039 alias perbedaannya 0% https://t.co/rksignnDJh,NA
twitter,7/28/2021,07:42:00,@TMCPoldaMetro Mohon infonya @TMCPoldaMetro  untuk pelaporan mobil hilang bisa kemana ya? Terima kasih,NA
twitter,8/9/2021,19:15:00,@raditampol Uwuw langgeng mz,NA
twitter,7/7/2021,10:18:00,Jangan karena PPKM jenazahpun tak boleh dikuburkan. \n\nDepok. https://t.co/JPZEw0Fq9N,NA
twitter,7/9/2021,09:59:00,Ternyata ppkm lebih rumit dari ppkn <U+0001F601>.,NA
youtube,7/31/2021,08:28:00,"Kapolda Ajak Warga Bengkulu Patuhi PPKM BENGKULU, KBRN: Kapolda Bengkulu Irjen Pol Guntur Setyanto mengajak masyarakat Bengkulu mentaati PPKM Level 4 yang diberlakukan di Kota Bengkulu demi menekan jumlah kasus Covid-19.",NA
twitter,8/31/2021,13:21:00,"Pengendara Protes Penyekatan Jalan karena PPKM di Lhokseumawe, Aceh  https://t.co/B6yJHqZokw\n\n#acehkini",NA
instagram,7/23/2021,14:58:00,Trik dalam hidup adalah belajar bagaimana menghadapinya<U+0085> salah satu contohnya yg sekarang sedang kita hadapi saat ini <U+263A><U+FE0F>\n\n.\n.\n.\n.\n.\n.\n.\n.\n#mager #magerday #ppkm #stayhealthy,NA
instagram,7/15/2021,08:18:00,Tolol,NA
twitter,7/9/2021,12:51:00,Dalam PPKM Darurat telah diatur pembagian sektor kritikal dan esensial diperbolehkan tetap beraktivitas dengan tetap menerapkan prokes yang ketat\n\n#CegahLajunyaPandemi\nAktivitas Patuhi Prokes5M https://t.co/jn5Wng497o,NA
twitter,7/23/2021,17:23:00,@Shellaemeliana1 Dilarang keluar rumah,NA
instagram,7/7/2021,17:51:00,"Puzzle yang B, @yuliana_syifa14 @putra_sumedang82 @hafizhassidiq",NA
